rank,title,re_release,gross,num_theaters,total_gross,date,distributor
78,Brainstorm,,"$10,219,460",498,"$10,219,460",Sep 30,Metro-Goldwyn-Mayer (MGM)
79,Lovesick,,"$10,171,304",744,"$10,171,304",Feb 18,Warner Bros.
80,Peter Pan,1982 Re-release,"$9,886,325",800,"$17,200,000",Dec 17,Walt Disney Studios Motion Pictures
81,Without a Trace,,"$9,632,062",721,"$9,632,062",Feb 4,Twentieth Century Fox
82,Bad Boys,,"$9,190,819",535,"$9,190,819",Mar 25,Universal Pictures
83,Airplane II: The Sequel,,"$9,092,626","1,300","$27,150,534",Dec 10,Paramount Pictures
84,Strange Brew,,"$8,571,374",849,"$8,571,374",Aug 26,Metro-Goldwyn-Mayer (MGM)
85,Tender Mercies,,"$8,443,124",37,"$8,443,124",Mar 4,Universal Pictures
86,Something Wicked This Way Comes,,"$8,400,000",817,"$8,400,000",Apr 29,Walt Disney Studios Motion Pictures
87,The Smurfs and the Magic Flute,,"$7,401,664",432,"$11,234,220",Oct 7,Atlantic Releasing Corporation
88,10 to Midnight,,"$7,175,592",595,"$7,175,592",Mar 11,Metro-Goldwyn-Mayer (MGM)
89,Romantic Comedy,,"$6,857,733",911,"$6,857,733",Oct 7,Metro-Goldwyn-Mayer (MGM)
90,The Osterman Weekend,,"$6,486,797",670,"$6,486,797",Oct 21,Twentieth Century Fox
91,The Sting II,,"$6,347,072","1,294","$6,347,072",Feb 18,Universal Pictures
92,Amityville 3-D,,"$6,333,135","1,254","$6,333,135",Nov 18,Orion Pictures
93,Chained Heat,,"$6,149,983",417,"$6,149,983",May 27,-
94,D.C. Cab,,"$6,075,142",908,"$16,134,627",Dec 16,Universal Pictures
95,Silkwood,,"$6,018,002",843,"$35,615,609",Dec 16,Twentieth Century Fox
96,Beyond the Limit,,"$5,997,566",707,"$5,997,566",Sep 30,Paramount Pictures
97,The Hunger,,"$5,979,292",775,"$5,979,292",Apr 29,Metro-Goldwyn-Mayer (MGM)
98,Local Hero,,"$5,895,761",207,"$5,895,761",Feb 18,Warner Bros.
99,Porky's,1983 Re-release,"$5,797,190","1,192","$5,797,190",May 6,Twentieth Century Fox
100,Under Fire,,"$5,696,391",816,"$5,696,391",Oct 21,Orion Pictures
101,Smokey and the Bandit Part 3,,"$5,678,950","1,119","$5,678,950",Aug 12,Universal Pictures
102,Gorky Park,,"$5,591,739",631,"$15,856,028",Dec 16,Orion Pictures
103,A Night in Heaven,,"$5,563,663",901,"$5,563,663",Nov 18,Twentieth Century Fox
104,The Star Chamber,,"$5,555,305",796,"$5,555,305",Aug 5,Twentieth Century Fox
105,To Be or Not to Be,,"$5,445,121",645,"$13,030,214",Dec 16,Twentieth Century Fox
106,Metalstorm: The Destruction of Jared-Syn,,"$5,301,085",784,"$5,301,085",Aug 19,Universal Pictures
107,Nightmares,,"$5,266,167","1,025","$6,670,680",Sep 2,Universal Pictures
108,The Man Who Loved Women,,"$5,194,011",845,"$10,964,231",Dec 16,Columbia Pictures
109,Vigilante,,"$5,091,888",250,"$5,091,888",Mar 4,-
110,Eddie and the Cruisers,,"$4,786,789",475,"$4,786,789",Sep 23,Embassy Pictures
111,Curse of the Pink Panther,,"$4,491,986",812,"$4,491,986",Aug 12,Metro-Goldwyn-Mayer (MGM)
112,Mortuary,,"$4,319,001",146,"$4,319,001",Sep 2,-
113,Trenchcoat,,"$4,304,286",723,"$4,304,286",Mar 11,Walt Disney Studios Motion Pictures
114,Yellowbeard,,"$4,300,000",761,"$4,300,000",Jun 24,Orion Pictures
115,The Keep,,"$4,218,594",508,"$4,218,594",Dec 16,Paramount Pictures
116,Trail of the Pink Panther,,"$4,077,197",806,"$9,056,073",Dec 17,Metro-Goldwyn-Mayer (MGM)
117,Joysticks,,"$3,952,448",310,"$3,952,448",Mar 4,-
118,Let's Spend the Night Together,,"$3,821,199",475,"$3,821,199",Feb 11,Embassy Pictures
119,Running Brave,,"$3,000,000",440,"$3,000,000",Nov 4,Walt Disney Studios Motion Pictures
120,The Golden Seal,,"$2,869,628",435,"$6,666,725",Aug 19,The Samuel Goldwyn Company
121,Yor: The Hunter from the Future,,"$2,810,199","1,425","$2,810,199",Aug 19,Columbia Pictures
122,Six Weeks,,"$2,698,451",613,"$6,668,025",Dec 17,Universal Pictures
123,The Final Option,,"$2,666,873",338,"$2,666,873",Sep 16,Metro-Goldwyn-Mayer (MGM)
124,The King of Comedy,,"$2,536,242",76,"$2,536,242",Feb 18,Twentieth Century Fox
125,Rumble Fish,,"$2,494,480",296,"$2,494,480",Oct 8,Universal Pictures
126,The Man Who Wasn't There,,"$2,443,487",980,"$2,443,487",Aug 12,Paramount Pictures
127,Table for Five,,"$2,439,705",181,"$2,439,705",Feb 18,Warner Bros.
128,Tough Enough,,"$2,433,722",538,"$2,433,722",Mar 25,Twentieth Century Fox
129,"Man, Woman and Child",,"$2,314,561",350,"$2,314,561",Apr 1,Paramount Pictures
130,Merry Christmas Mr. Lawrence,,"$2,306,560",196,"$2,306,560",Aug 26,Universal Pictures
131,Videodrome,,"$2,120,439",600,"$2,120,439",Feb 4,Universal Pictures
132,Friday the 13th: Part 3,1983 Re-release,"$2,108,548",520,"$2,108,548",May 13,Paramount Pictures
133,Testament,,"$2,044,892",41,"$2,044,892",Nov 4,Paramount Pictures
134,Pieces,,"$2,032,311",104,"$2,032,311",Sep 23,-
135,Savage Islands,,"$1,963,756",925,"$1,963,756",Nov 18,Paramount Pictures
136,Baby It's You,,"$1,867,792",30,"$1,867,792",Mar 4,Paramount Pictures
137,Strange Invaders,,"$1,362,303",274,"$1,362,303",Sep 16,Orion Pictures
138,Losin' It,,"$1,246,141",180,"$1,246,141",Apr 8,Embassy Pictures
139,The Lonely Lady,,"$1,223,200",703,"$1,223,200",Sep 30,Universal Pictures
140,Never Cry Wolf,,"$1,116,437",540,"$29,600,000",Oct 7,Walt Disney Studios Motion Pictures
141,Of Unknown Origin,,"$1,080,470",199,"$1,080,470",Nov 23,Warner Bros.
142,Getting It On,,"$975,414",350,"$975,414",Aug 19,-
143,Rocky III,1983 Re-release,"$902,228","1,071","$902,228",May 6,Metro-Goldwyn-Mayer (MGM)
144,American Playhouse: The Ballad of Gregorio Cortez,,"$804,963",32,"$804,963",Aug 19,Embassy Pictures
145,Fire and Ice,,"$760,883",89,"$760,883",Aug 26,Twentieth Century Fox
146,The Pirates of Penzance,,"$694,497",91,"$694,497",Feb 18,Universal Pictures
147,Poltergeist,1983 Re-release,"$536,108",593,"$536,108",May 20,Metro-Goldwyn-Mayer (MGM)
148,Puberty Blues,,"$237,000",1,"$237,000",Jul 15,Universal Classics
149,Screwballs,,"$210,000",128,"$2,082,215",Apr 1,New World Pictures
