rank,title,re_release,gross,num_theaters,total_gross,date,distributor
88,The Big Green,,"$17,736,619","2,072","$17,736,619",Sep 29 1995,Walt Disney Studios Motion Pictures
89,Heavyweights,,"$17,689,177","1,953","$17,689,177",Feb 17 1995,Walt Disney Studios Motion Pictures
90,I.Q.,,"$17,544,690","1,412","$26,381,221",Dec 25 1995,Paramount Pictures
91,Home for the Holidays,,"$17,519,169","1,000","$17,519,169",Nov 3 1995,Paramount Pictures
92,Murder in the First,,"$17,381,942","1,302","$17,381,942",Jan 20 1995,Warner Bros.
93,Jury Duty,,"$17,014,653","2,169","$17,014,653",Apr 14 1995,Sony Pictures Releasing
94,Devil in a Blue Dress,,"$16,140,822","1,432","$16,140,822",Sep 29 1995,Sony Pictures Releasing
95,The Prophecy,,"$16,115,878","1,663","$16,115,878",Sep 1 1995,Dimension Films
96,Street Fighter,,"$15,761,081","1,738","$33,423,521",Dec 23 1995,Universal Pictures
97,Mad Love,,"$15,453,274","1,500","$15,453,274",May 26 1995,Walt Disney Studios Motion Pictures
98,Muriel's Wedding,,"$15,119,639",840,"$15,119,639",Mar 10 1995,Miramax
99,Halloween: The Curse of Michael Myers,,"$15,116,634","1,679","$15,116,634",Sep 29 1995,Dimension Films
100,Kiss of Death,,"$14,942,422","1,627","$14,942,422",Apr 21 1995,Twentieth Century Fox
101,The Lion King,,"$14,536,822","2,624","$312,855,561",Jun 15 1995,Walt Disney Studios Motion Pictures
102,Candyman: Farewell to the Flesh,,"$13,940,383","1,605","$13,940,383",Mar 17 1995,Gramercy Pictures (I)
103,A Kid in King Arthur's Court,,"$13,406,717","1,862","$13,406,717",Aug 11 1995,Walt Disney Studios Motion Pictures
104,Lord of Illusions,,"$13,294,422","1,533","$13,294,422",Aug 25 1995,Metro-Goldwyn-Mayer (MGM)
105,Clockers,,"$13,071,518","1,234","$13,071,518",Sep 15 1995,Universal Pictures
106,The Santa Clause,,"$12,590,903","2,388","$144,833,357",Nov 11 1995,Walt Disney Studios Motion Pictures
107,Highlander: The Final Dimension,,"$12,303,080","1,594","$12,303,080",Jan 27 1995,Miramax
108,Hideaway,,"$12,201,255","1,900","$12,201,255",Mar 3 1995,Sony Pictures Releasing
109,Roommates,,"$12,096,881","1,272","$12,096,881",Mar 3 1995,Walt Disney Studios Motion Pictures
110,Bye Bye Love,,"$12,096,673","1,379","$12,096,673",Mar 17 1995,Twentieth Century Fox
111,Tales from the Hood,,"$11,837,928",862,"$11,837,928",May 26 1995,-
112,Far from Home: The Adventures of Yellow Dog,,"$11,642,946","1,219","$11,642,946",Jan 13 1995,Twentieth Century Fox
113,The Shawshank Redemption,,"$11,591,067",972,"$28,341,469",Sep 23 1995,Columbia Pictures
114,The Madness of King George,,"$11,576,011",464,"$15,238,689",Dec 30 1995,The Samuel Goldwyn Company
115,Fair Game,,"$11,534,477","1,949","$11,534,477",Nov 3 1995,Warner Bros.
116,Tom and Huck,,"$11,270,248","1,614","$23,920,048",Dec 22 1995,Walt Disney Studios Motion Pictures
117,My Family/Mi familia,,"$11,079,373",415,"$11,079,373",May 5 1995,New Line Cinema
118,Sudden Death,,"$10,970,380","1,687","$20,350,171",Dec 22 1995,Universal Pictures
119,The Englishman Who Went Up a Hill But Came Down a Mountain,,"$10,904,930",961,"$10,904,930",May 12 1995,Miramax
120,The Scarlet Letter,,"$10,382,407","1,518","$10,382,407",Oct 13 1995,Walt Disney Studios Motion Pictures
121,A Little Princess,,"$10,015,449","1,342","$10,015,449",May 12 1995,Warner Bros.
122,Jade,,"$9,851,610","2,164","$9,851,610",Oct 13 1995,Paramount Pictures
123,The Baby-Sitters Club,,"$9,685,976","1,709","$9,685,976",Aug 18 1995,Sony Pictures Releasing
124,In the Mouth of Madness,,"$8,924,549","1,531","$8,924,549",Feb 3 1995,New Line Cinema
125,Immortal Beloved,,"$8,845,393",463,"$9,914,409",Dec 16 1995,Sony Pictures Releasing
126,Smoke,,"$8,367,636",128,"$8,367,636",Jun 9 1995,Miramax
127,Tall Tale,,"$8,247,627","2,065","$8,247,627",Mar 24 1995,Walt Disney Studios Motion Pictures
128,Nick of Time,,"$8,175,346","1,849","$8,175,346",Nov 22 1995,Paramount Pictures
129,Village of the Damned,,"$8,088,445","1,919","$9,418,365",Apr 28 1995,Universal Pictures
130,Strange Days,,"$7,959,291","1,691","$7,959,291",Oct 6 1995,Twentieth Century Fox
131,Speechless,,"$7,930,686","1,404","$20,667,959",Dec 16 1995,Metro-Goldwyn-Mayer (MGM)
132,Unstrung Heroes,,"$7,929,434",576,"$7,929,434",Sep 15 1995,Walt Disney Studios Motion Pictures
133,Bushwhacked,,"$7,919,823","1,674","$7,919,823",Aug 4 1995,Twentieth Century Fox
134,Drop Zone,,"$7,843,067","2,055","$28,735,315",Dec 9 1995,Paramount Pictures
135,Hoop Dreams,,"$7,797,226",262,"$7,830,611",Oct 14 1995,Fine Line Features
136,Losing Isaiah,,"$7,603,766",912,"$7,603,766",Mar 17 1995,Paramount Pictures
137,Hackers,,"$7,563,728","1,812","$7,563,728",Sep 15 1995,Metro-Goldwyn-Mayer (MGM)
138,The Jerky Boys,,"$7,557,877","1,513","$7,557,877",Feb 3 1995,Walt Disney Studios Motion Pictures
139,The Amazing Panda Adventure,,"$7,506,759","1,692","$7,506,759",Aug 25 1995,Warner Bros.
140,Kids,,"$7,412,216",187,"$7,412,216",Jul 21 1995,Miramax
141,The Brothers McMullen,,"$7,380,134",367,"$10,426,506",Aug 11 1995,-
142,Three Wishes,,"$7,027,517","1,538","$7,027,517",Oct 27 1995,-
143,Last of the Dogmen,,"$7,024,389",931,"$7,024,389",Sep 8 1995,-
144,Never Talk to Strangers,,"$6,858,261","1,510","$6,858,261",Oct 20 1995,Sony Pictures Releasing
145,Panther,,"$6,834,525",713,"$6,834,525",May 5 1995,Gramercy Pictures (I)
146,Junior,,"$6,746,625","1,896","$36,763,355",Nov 23 1995,Universal Pictures
147,Dracula: Dead and Loving It,,"$6,708,760","1,425","$10,772,144",Dec 22 1995,Sony Pictures Releasing
148,The Hunted,,"$6,609,661","1,560","$6,609,661",Feb 24 1995,Universal Pictures
149,Mighty Aphrodite,,"$6,468,498",278,"$6,468,498",Oct 27 1995,Miramax
150,Ready to Wear,,"$6,409,735",736,"$11,300,653",Dec 25 1995,Miramax
151,Nixon,,"$6,202,953",977,"$13,681,765",Dec 22 1995,Walt Disney Studios Motion Pictures
152,The Secret of Roan Inish,,"$6,159,269",104,"$6,159,269",Feb 3 1995,First Look International
153,Gold Diggers: The Secret of Bear Mountain,,"$6,029,091","1,301","$6,029,091",Nov 3 1995,Universal Pictures
154,The Walking Dead,,"$6,014,341",896,"$6,014,341",Feb 24 1995,-
155,Cutthroat Island,,"$5,929,355","1,619","$10,017,322",Dec 22 1995,Metro-Goldwyn-Mayer (MGM)
156,The Tie That Binds,,"$5,772,529","1,783","$5,772,529",Sep 8 1995,Walt Disney Studios Motion Pictures
157,The Last Seduction,,"$5,755,267",151,"$5,842,603",Oct 26 1995,October Films
158,Beyond Rangoon,,"$5,750,110",802,"$5,750,110",Aug 25 1995,Sony Pictures Releasing
159,Star Trek: Generations,,"$5,558,163","2,681","$75,671,125",Nov 18 1995,Paramount Pictures
160,Before Sunrise,,"$5,535,405",474,"$5,535,405",Jan 27 1995,Sony Pictures Releasing
161,Screen Two: Persuasion,,"$5,269,757",1,"$5,269,757",Sep 29 1995,Sony Pictures Classics
162,Miami Rhapsody,,"$5,221,281",180,"$5,221,281",Jan 27 1995,Walt Disney Studios Motion Pictures
163,Quiz Show,,"$5,219,136",822,"$24,822,619",Sep 16 1995,Walt Disney Studios Motion Pictures
164,Balto,,"$5,178,446","1,433","$11,348,324",Dec 22 1995,Universal Pictures
165,Top Dog,,"$5,093,707","1,911","$5,093,707",Apr 28 1995,Metro-Goldwyn-Mayer (MGM)
166,Angus,,"$4,821,759","1,156","$4,821,759",Sep 15 1995,New Line Cinema
167,National Lampoon's Senior Trip,,"$4,686,937","1,397","$4,686,937",Sep 8 1995,New Line Cinema
168,Exotica,,"$4,221,036",439,"$4,221,036",Mar 3 1995,Miramax
169,Interview with the Vampire: The Vampire Chronicles,,"$4,187,783","2,604","$105,264,608",Nov 11 1995,Warner Bros.
170,Priest,,"$4,165,845",154,"$4,165,845",Mar 24 1995,Miramax
171,Tank Girl,,"$4,064,495","1,363","$4,064,495",Mar 31 1995,Metro-Goldwyn-Mayer (MGM)
172,Fluke,,"$3,987,768","1,200","$3,987,768",Jun 2 1995,Metro-Goldwyn-Mayer (MGM)
173,The Pebble and the Penguin,,"$3,983,912","1,315","$3,983,912",Apr 14 1995,Metro-Goldwyn-Mayer (MGM)
174,Gordy,,"$3,941,146","1,135","$3,941,146",May 12 1995,Miramax
175,Sense and Sensibility,,"$3,760,076","1,054","$43,182,776",Dec 15 1995,Sony Pictures Releasing
176,White Man's Burden,,"$3,734,870",954,"$3,734,870",Dec 1 1995,-
177,Born to Be Wild,,"$3,730,409","1,360","$3,730,409",Mar 31 1995,Warner Bros.
178,Bad Company,,"$3,674,841",302,"$3,674,841",Jan 20 1995,Walt Disney Studios Motion Pictures
179,New Jersey Drive,,"$3,565,508",210,"$3,565,508",Apr 21 1995,Gramercy Pictures (I)
180,Jeffrey,,"$3,487,767",63,"$3,487,767",Aug 4 1995,Orion Classics
181,The Glass Shield,,"$3,291,163",294,"$3,291,163",Jun 2 1995,Miramax
182,Carrington,,"$3,242,342",127,"$3,242,342",Nov 10 1995,Gramercy Pictures (I)
183,Steal Big Steal Little,,"$3,150,170","1,080","$3,150,170",Sep 29 1995,-
184,Crumb,,"$3,041,083",56,"$3,041,083",Apr 21 1995,Sony Pictures Classics
185,A Low Down Dirty Shame,,"$3,029,586","1,379","$29,392,418",Nov 25 1995,Walt Disney Studios Motion Pictures
186,Unzipped,,"$2,875,086",119,"$2,875,086",Aug 4 1995,Miramax
187,Othello,,"$2,844,379",2,"$2,844,379",Dec 15 1995,Sony Pictures Releasing
188,The Perez Family,,"$2,832,826",928,"$2,832,826",May 12 1995,The Samuel Goldwyn Company
189,Dr. Jekyll and Ms. Hyde,,"$2,763,020",514,"$2,763,020",Aug 25 1995,-
190,Heavenly Creatures,,"$2,751,412",57,"$3,049,135",Nov 16 1995,Miramax
191,The Show,,"$2,702,578",336,"$2,702,578",Aug 25 1995,-
192,Magic in the Water,,"$2,680,717",890,"$2,680,717",Sep 1 1995,Sony Pictures Releasing
193,The Cure,,"$2,568,425",832,"$2,568,425",Apr 21 1995,Universal Pictures
194,Mixed Nuts,,"$2,495,392","1,318","$6,821,850",Dec 21 1995,Sony Pictures Releasing
195,Moonlight and Valentino,,"$2,484,226",704,"$2,484,226",Sep 29 1995,Gramercy Pictures (I)
196,Jefferson in Paris,,"$2,473,668",351,"$2,473,668",Mar 31 1995,Walt Disney Studios Motion Pictures
197,The Basketball Diaries,,"$2,381,087",318,"$2,381,087",Apr 21 1995,New Line Cinema
198,Burnt by the Sun,,"$2,302,338",55,"$2,302,338",Apr 21 1995,Sony Pictures Classics
199,To Live,,"$2,279,087",67,"$2,332,728",Nov 18 1995,The Samuel Goldwyn Company
200,Wild Bill,,"$2,193,982",775,"$2,193,982",Dec 1 1995,Metro-Goldwyn-Mayer (MGM)
